,work_id,title_cc,author_cc,year,word_count,not_before,not_after,is_earlymodern,title_lem,author_dates,author_lem,author_viaf,author_viaf_id,edition,editor,publisher,pub_place,pub_date,series_title,series_id,source,prelemmatized,notes,author_wd
6920,9109,De partu Virginis,Paschasius Radbertus,785-860,23937,785.0,860.0,False,De partu Virginis,785-860,Paschasius Radbertus,100184512,100184512,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 120",PasRad.DePaVi2,Patrologia Latina,True,,
6921,9110,De passione SS. Rufini et Valerii,Paschasius Radbertus,785-860,14020,785.0,860.0,False,De passione SS. Rufini et Valerii,785-860,Paschasius Radbertus,100184512,100184512,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 120",PasRad.DePaSsR,Patrologia Latina,True,,
6922,9111,De vita S. Adalhardi,Paschasius Radbertus,785-860,51951,785.0,860.0,False,De vita S. Adalhardi,785-860,Paschasius Radbertus,100184512,100184512,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 120",PasRad.DeViSAd,Patrologia Latina,True,,
6923,9112,Epistola de corpore et sanguine Domini ad Frudegardum,Paschasius Radbertus,785-860,12694,785.0,860.0,False,Epistola de corpore et sanguine Domini ad Frudegardum,785-860,Paschasius Radbertus,100184512,100184512,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 120",PasRad.EpDeCoE,Patrologia Latina,True,,
6924,9113,Epitaphium Arsenii,Paschasius Radbertus,785-860,106141,785.0,860.0,False,Epitaphium Arsenii,785-860,Paschasius Radbertus,100184512,100184512,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 120",PasRad.EpiArs,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
6925,9114,Expositio in Matthaeum,Paschasius Radbertus,785-860,840116,785.0,860.0,False,Expositio in Matthaeum,785-860,Paschasius Radbertus,100184512,100184512,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 120",PasRad.ExInMa2,Patrologia Latina,True,,
6926,9115,Expositio in Psalmum XLIV,Paschasius Radbertus,785-860,57350,785.0,860.0,False,Expositio in Psalmum XLIV,785-860,Paschasius Radbertus,100184512,100184512,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 120",PasRad.ExInPsX,Patrologia Latina,True,,
6927,9116,In Lamentationes Jeremiae,Paschasius Radbertus,785-860,163308,785.0,860.0,False,In Lamentationes Jeremiae,785-860,Paschasius Radbertus,100184512,100184512,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 120",PasRad.InLaJe2,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
6928,9117,Liber de corpore et sanguine Domini,Paschasius Radbertus,785-860,119396,785.0,860.0,False,Liber de corpore et sanguine Domini,785-860,Paschasius Radbertus,100184512,100184512,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 120",PasRad.LiDeCoE,Patrologia Latina,True,,
6929,9118,Epistola ad Nicolaum,Adventius Metensis ,,2294,,,False,Epistola ad Nicolaum,,Adventius Metensis,287375542,287375542,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",AdvMet.EpAdNi,Patrologia Latina,True,,
6930,9119,Epistola ad Theutgaudum,Adventius Metensis ,,508,,,False,Epistola ad Theutgaudum,,Adventius Metensis,287375542,287375542,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",AdvMet.EpAdTh,Patrologia Latina,True,,
6931,9120,Epitaphium,Adventius Metensis ,,284,,,False,Epitaphium,,Adventius Metensis,287375542,287375542,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",AdvMet.Epitap11,Patrologia Latina,True,,
6932,9121,Libellus de Waldrada,Adventius Metensis ,,1630,,,False,Libellus de Waldrada,,Adventius Metensis,287375542,287375542,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",AdvMet.LiDeWa,Patrologia Latina,True,,
6933,9122,Orationes,Adventius Metensis ,,666,,,False,Orationes,,Adventius Metensis,287375542,287375542,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",AdvMet.Oratio2,Patrologia Latina,True,,
6934,9123,Privilegium,Adventius Metensis ,,1620,,,False,Privilegium,,Adventius Metensis,287375542,287375542,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",AdvMet.Privil8,Patrologia Latina,True,,
6935,9124,Liber adversus Graecos,Aeneas Parisiensis ,,90796,,,False,Liber adversus Graecos,,Aeneas Parisiensis,250165535,250165535,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",AenPar.LiAdGr,Patrologia Latina,True,,
6936,9125,Rescriptum,Almannus Altivillarensis ,,1164,,,False,Rescriptum,,Almannus Altivillarensis,76708720,76708720,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",AlmAlt.Rescri,Patrologia Latina,True,,
6937,9126,Carmen de conflictu veris et hiemis,Auctor incertus ,,748,,,False,Carmen de conflictu veris et hiemis,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",AucInc.CaDeCoV,Patrologia Latina,True,,
6938,9127,Epitaphium Pippini et Drogonis,Auctor incertus ,,150,,,False,Epitaphium Pippini et Drogonis,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",AucInc.EpPiEtD,Patrologia Latina,True,,
6939,9128,Sermo de translatione S. Amandi,Auctor incertus ,,2656,,,False,Sermo de translatione S. Amandi,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",AucInc.SeDeTrS,Patrologia Latina,True,,
6940,9129,Itinerarium,Bernardus Francus,fl. 871,5963,871.0,871.0,False,Itinerarium,fl. 871,Bernardus Francus,6908421,6908421,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",BerFra.Itiner3,Patrologia Latina,True,,
6941,9130,Epigrammata,Cyprianus Cordubensis,fl. 928,872,928.0,928.0,False,Epigrammata,fl. 928,Cyprianus Cordubensis,56967559,56967559,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",CypCor.Epigra5,Patrologia Latina,True,,Q64900798
6942,9131,Confessio prolixior,Gotteschalcus Orbacensis807-866 ,807-866,12948,807.0,866.0,False,Confessio prolixior,807-866,Gotteschalcus Orbacensis,263692651,263692651,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",GotOrb.ConPro,Patrologia Latina,True,,
6943,9132,Confessio,Gotteschalcus Orbacensis807-866 ,807-866,1160,807.0,866.0,False,Confessio,807-866,Gotteschalcus Orbacensis,263692651,263692651,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",GotOrb.Confes5,Patrologia Latina,True,,
6944,9133,Epistola,Gotteschalcus Orbacensis807-866 ,807-866,2384,807.0,866.0,False,Epistola,807-866,Gotteschalcus Orbacensis,263692651,263692651,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",GotOrb.Episto190,Patrologia Latina,True,,
6945,9134,Fragmenta omnia,Gotteschalcus Orbacensis807-866 ,807-866,1184,807.0,866.0,False,Fragmenta omnia,807-866,Gotteschalcus Orbacensis,263692651,263692651,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",GotOrb.FraOmn,Patrologia Latina,True,,
6946,9135,Epistola,Grimaldus Sangallensis; Tatto Sangallensis ,,418,,,False,Epistola,,Grimaldus Sangallensis; Tatto Sangallensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",GrSaTaS.Episto196,Patrologia Latina,True,,
6947,9136,Benedictiones episcopales,Grimaldus Sangallensis856-872 ,856-872,15966,856.0,872.0,False,Benedictiones episcopales,856-872,Grimaldus Sangallensis,49615452,49615452,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",GriSan.BenEpi,Patrologia Latina,True,,
6948,9137,Liber sacramentorum,Grimaldus Sangallensis856-872 ,856-872,1858,856.0,872.0,False,Liber sacramentorum,856-872,Grimaldus Sangallensis,49615452,49615452,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",GriSan.LibSac3,Patrologia Latina,True,,
6949,9138,Praefationes antiquae,Grimaldus Sangallensis856-872 ,856-872,28290,856.0,872.0,False,Praefationes antiquae,856-872,Grimaldus Sangallensis,49615452,49615452,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",GriSan.PraAnt,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
6950,9139,Capitula diabolica in Nicolaum papam,Guntharius Coloniensis850-869 ,850-869,1420,850.0,869.0,False,Capitula diabolica in Nicolaum papam,850-869,Guntharius Coloniensis,2897411,2897411,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",GunCol.CaDiInN,Patrologia Latina,True,,
6951,9140,Retractio,Guntharius Coloniensis850-869 ,850-869,220,850.0,869.0,False,Retractio,850-869,Guntharius Coloniensis,2897411,2897411,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",GunCol.Retrac2,Patrologia Latina,True,,
6952,9141,Annuntiatio,Herardus Turonensis856-871 ,856-871,2462,856.0,871.0,False,Annuntiatio,856-871,Herardus Turonensis,37350070,37350070,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",HerTur.Annunt,Patrologia Latina,True,,
6953,9142,Capitula,Herardus Turonensis856-871 ,856-871,11580,856.0,871.0,False,Capitula,856-871,Herardus Turonensis,37350070,37350070,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",HerTur.Capitu14,Patrologia Latina,True,,
6954,9143,Commonitorium,Herardus Turonensis856-871 ,856-871,676,856.0,871.0,False,Commonitorium,856-871,Herardus Turonensis,37350070,37350070,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",HerTur.Common4,Patrologia Latina,True,,
6955,9144,De miraculis S. Othmari,Iso Sangallensis817-871 ,817-871,13851,817.0,871.0,False,De miraculis S. Othmari,817-871,Iso Sangallensis,71786333,71786333,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",IsoSan.DeMiSOt,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
6956,9145,Liber de habitu clericorum,Leovigildus Cordubiensis ,,670,,,False,Liber de habitu clericorum,,Leovigildus Cordubiensis,64852672,64852672,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",LeoCor.LiDeHaC,Patrologia Latina,True,,Q66619177
6957,9146,Epistolae tres,Lotharius I Germaniae795-855 ,795-855,4330,795.0,855.0,False,Epistolae tres,795-855,Lotharius I Germaniae,266820948,266820948,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",LoIGe.EpiTre,Patrologia Latina,True,,
6958,9147,Sermo de elevatione corporis S. Amandi,Lotharius I Germaniae795-855 ,795-855,3830,795.0,855.0,False,Sermo de elevatione corporis S. Amandi,795-855,Lotharius I Germaniae,266820948,266820948,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",LoIGe.SeDeElC,Patrologia Latina,True,,
6959,9148,De vita S. Amandi,Milo S. Amandi ,,38800,,,False,De vita S. Amandi,,Milo S. Amandi,22469046,22469046,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",MiSAm.DeViSAm,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
6960,9149,Carmina,Paulus Alvarus Cordubensis807-861 ,807-861,5954,807.0,861.0,False,Carmina,807-861,Paulus Alvarus Cordubensis,79209319,79209319,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",PaAlCo.Carmin23,Patrologia Latina,True,,
6961,9150,Confessio,Paulus Alvarus Cordubensis807-861 ,807-861,15973,807.0,861.0,False,Confessio,807-861,Paulus Alvarus Cordubensis,79209319,79209319,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",PaAlCo.Confes6,Patrologia Latina,True,,
6962,9151,Epistolae,Paulus Alvarus Cordubensis807-861 ,807-861,115713,807.0,861.0,False,Epistolae,807-861,Paulus Alvarus Cordubensis,79209319,79209319,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",PaAlCo.Episto194,Patrologia Latina,True,,
6963,9152,Indiculus luminosus,Paulus Alvarus Cordubensis807-861 ,807-861,44345,807.0,861.0,False,Indiculus luminosus,807-861,Paulus Alvarus Cordubensis,79209319,79209319,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",PaAlCo.IndLum,Patrologia Latina,True,,
6964,9153,Contra Graecorum opposita,Ratramnus Corbeiensis-c.870 ,-c.870,148591,870.0,870.0,False,Contra Graecorum opposita,-c.870,Ratramnus Corbeiensis,267795205,267795205,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",RatCor.CoGrOp,Patrologia Latina,True,,
6965,9154,De corpore et sanguine Domini,Ratramnus Corbeiensis-c.870 ,-c.870,26188,870.0,870.0,False,De corpore et sanguine Domini,-c.870,Ratramnus Corbeiensis,267795205,267795205,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",RatCor.DeCoEtS2,Patrologia Latina,True,,
6966,9155,De nativitate Christi,Ratramnus Corbeiensis-c.870 ,-c.870,24272,870.0,870.0,False,De nativitate Christi,-c.870,Ratramnus Corbeiensis,267795205,267795205,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",RatCor.DeNaCh,Patrologia Latina,True,,
6967,9156,De praedestinatione Dei,Ratramnus Corbeiensis-c.870 ,-c.870,59044,870.0,870.0,False,De praedestinatione Dei,-c.870,Ratramnus Corbeiensis,267795205,267795205,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",RatCor.DePrDe2,Patrologia Latina,True,,
6968,9157,Epistola de Cynocephalis,Ratramnus Corbeiensis-c.870 ,-c.870,2334,870.0,870.0,False,Epistola de Cynocephalis,-c.870,Ratramnus Corbeiensis,267795205,267795205,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",RatCor.EpDeCy,Patrologia Latina,True,,
6969,9158,De damnatione generali per Adam,Remigius Lugdunensis ,,13900,,,False,De damnatione generali per Adam,,Remigius Lugdunensis,34803715,34803715,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",RemLug.DeDaGeP,Patrologia Latina,True,,
6970,9159,De tribus epistolis,Remigius Lugdunensis ,,96152,,,False,De tribus epistolis,,Remigius Lugdunensis,34803715,34803715,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",RemLug.DeTrEp,Patrologia Latina,True,,
6971,9160,De veritate tenenda scripturae,Remigius Lugdunensis ,,42861,,,False,De veritate tenenda scripturae,,Remigius Lugdunensis,34803715,34803715,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",RemLug.DeVeTeS,Patrologia Latina,True,,
6972,9161,Epistola,Theodgaudus I Belgicae Galliae; Guntharius Coloniensis; Arduicus Vestonionensis ,,1658,,,False,Epistola,,Theodgaudus I Belgicae Galliae; Guntharius Coloniensis; Arduicus Vestonionensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",ThIBeGa.Episto192,Patrologia Latina,True,,
6973,9162,Epistola,Theudoinus Catalaunensis,fl. 868,824,868.0,868.0,False,Epistola,fl. 868,Theudoinus Catalaunensis,17958855,17958855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",TheCat.Episto193,Patrologia Latina,True,,Q85512758
6974,9163,Epistola pastoralis,Vulfadus Bituricensis848-875 ,848-875,3926,848.0,875.0,False,Epistola pastoralis,848-875,Vulfadus Bituricensis,57352706,57352706,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",VulBit.EpiPas,Patrologia Latina,True,,
6975,9164,De creatione mundi,Wandalbertus Prumiensis813-c.870 ,813-c.870,1850,813.0,870.0,False,De creatione mundi,813-c.870,Wandalbertus Prumiensis,59077688,59077688,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",WanPru.DeCrMu,Patrologia Latina,True,,
6976,9165,De miraculis S. Goaris,Wandalbertus Prumiensis813-c.870 ,813-c.870,20893,813.0,870.0,False,De miraculis S. Goaris,813-c.870,Wandalbertus Prumiensis,59077688,59077688,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",WanPru.DeMiSGo,Patrologia Latina,True,,
6977,9166,De nominibus duodecim mensium,Wandalbertus Prumiensis813-c.870 ,813-c.870,4680,813.0,870.0,False,De nominibus duodecim mensium,813-c.870,Wandalbertus Prumiensis,59077688,59077688,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",WanPru.DeNoDuM,Patrologia Latina,True,,
6978,9167,Historia translationis SS. Chrysanti et Dariae,Wandalbertus Prumiensis813-c.870 ,813-c.870,8958,813.0,870.0,False,Historia translationis SS. Chrysanti et Dariae,813-c.870,Wandalbertus Prumiensis,59077688,59077688,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",WanPru.HiTrSsC,Patrologia Latina,True,,
6979,9168,Horologium,Wandalbertus Prumiensis813-c.870 ,813-c.870,1218,813.0,870.0,False,Horologium,813-c.870,Wandalbertus Prumiensis,59077688,59077688,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",WanPru.Horolo,Patrologia Latina,True,,
6980,9169,Martyrologium,Wandalbertus Prumiensis813-c.870 ,813-c.870,17154,813.0,870.0,False,Martyrologium,813-c.870,Wandalbertus Prumiensis,59077688,59077688,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",WanPru.Martyr5,Patrologia Latina,True,,
6981,9170,Praefatio,Wandalbertus Prumiensis813-c.870 ,813-c.870,2348,813.0,870.0,False,Praefatio,813-c.870,Wandalbertus Prumiensis,59077688,59077688,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",WanPru.Praefa138,Patrologia Latina,True,,
6982,9171,Textus sequentis metrici operis,Wandalbertus Prumiensis813-c.870 ,813-c.870,2416,813.0,870.0,False,Textus sequentis metrici operis,813-c.870,Wandalbertus Prumiensis,59077688,59077688,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",WanPru.TeSeMeO,Patrologia Latina,True,,
6983,9172,Vita S. Goaris,Wandalbertus Prumiensis813-c.870 ,813-c.870,16439,813.0,870.0,False,Vita S. Goaris,813-c.870,Wandalbertus Prumiensis,59077688,59077688,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 121",WanPru.ViSGo,Patrologia Latina,True,,
6984,9173,Epistola et decreta,Adrianus II ,,46610,,,False,Epistola et decreta,,Adrianus II,288685466,288685466,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",AdrIi.EpEtDe24,Patrologia Latina,True,,Q173995
6985,9174,Testimonia,Auctores varii ,,9900,,,False,Testimonia aliquot veterum de Joanne Scoto Erigena,,Auctores varii,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",AucVar.Testim35,Patrologia Latina,True,"['XML improved by Jan Ctibor in 2023', 'NB: this text conatins besides some testimonies of old authors about Erigena also a treatise by the modern editor (cca one half of the text)']",
6986,9175,Commentarii in Evangelium secundum Joannem,Joannes Scotus Erigena,810-877,364,810.0,877.0,False,Commentarii in Evangelium secundum Joannem,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.CoInEvS2,Patrologia Latina,True,,
6987,9176,Commentarius in Evangelium secundum Joannem,Joannes Scotus Erigena,810-877,41270,810.0,877.0,False,Commentarius in Evangelium secundum Joannem,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.CoInEvS,Patrologia Latina,True,,
6988,9177,De divisione naturae,Joannes Scotus Erigena,810-877,637631,810.0,877.0,False,De divisione naturae,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.DeDiNa,Patrologia Latina,True,,
6989,9178,De egressu et regressu animae ad Deum,Joannes Scotus Erigena,810-877,564,810.0,877.0,False,De egressu et regressu animae ad Deum,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.DeEgEtR,Patrologia Latina,True,,
6990,9179,De praedestinatione,Joannes Scotus Erigena,810-877,121320,810.0,877.0,False,De praedestinatione,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.DePra2,Patrologia Latina,True,,
6991,9180,Expositiones super Ierarchiam caelestem S. Dionysii,Joannes Scotus Erigena,810-877,132007,810.0,877.0,False,Expositiones super Ierarchiam caelestem S. Dionysii,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.ExSuIeC,Patrologia Latina,True,,
6992,9181,Expositiones super Ierarchiam ecclesiasticam S. Dionysii,Joannes Scotus Erigena,810-877,916,810.0,877.0,False,Expositiones super Ierarchiam ecclesiasticam S. Dionysii,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.ExSuIeE,Patrologia Latina,True,,
6993,9182,Homilia in prologum Evangelii secundum Joannem,Joannes Scotus Erigena,810-877,10842,810.0,877.0,False,Homilia in prologum Evangelii secundum Joannem,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.HoInPrE,Patrologia Latina,True,,
6994,9183,Versio Ambiguorum S. Maximi,Joannes Scotus Erigena,810-877,29813,810.0,877.0,False,Versio Ambiguorum S. Maximi,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.VeAmSMa,Patrologia Latina,True,,
6995,9184,Versio operum S. Dionysii,Joannes Scotus Erigena,810-877,158348,810.0,877.0,False,,,,,,,,,,,,,,,,
6996,9185,Versus,Joannes Scotus Erigena,810-877,10374,810.0,877.0,False,Versus,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.Versus7,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
6997,9186,Chronicon,Ado Viennensis-875 ,-875,86030,875.0,875.0,False,Chronicon,-875,Ado Viennensis,73864627,73864627,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 123",AdoVie.Chroni17,Patrologia Latina,True,,
6998,9187,Martyrologium,Ado Viennensis-875 ,-875,151282,875.0,875.0,False,Martyrologium,-875,Ado Viennensis,73864627,73864627,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 123",AdoVie.Martyr6,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
6999,9188,Passio S. Desiderii,Ado Viennensis-875 ,-875,4878,875.0,875.0,False,Passio S. Desiderii,-875,Ado Viennensis,73864627,73864627,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 123",AdoVie.PaSDe,Patrologia Latina,True,,
7000,9189,Precatio,Ado Viennensis-875 ,-875,174,875.0,875.0,False,Precatio,-875,Ado Viennensis,73864627,73864627,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 123",AdoVie.Precat2,Patrologia Latina,True,,
7001,9190,Privilegium,Ado Viennensis-875 ,-875,522,875.0,875.0,False,Privilegium,-875,Ado Viennensis,73864627,73864627,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 123",AdoVie.Privil9,Patrologia Latina,True,,
7002,9191,Vita S. Theuderii,Ado Viennensis-875 ,-875,6447,875.0,875.0,False,Vita S. Theuderii,-875,Ado Viennensis,73864627,73864627,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 123",AdoVie.ViSTh2,Patrologia Latina,True,,
